chromosome	start	end	total_cn
chr14	40952168	40952169	2
chr12	82201052	82201053	2
chr16	85996671	85996672	2
chr18	29306243	29306244	2
chr8	125972499	125972500	2
chr14	92168605	92168606	2
chr4	138772792	138772793	2
chr11	21870571	21870572	2
chr17	62324659	62324660	2
chr6	4040255	4040256	2
chr6	49566900	49566901	2
chr21	29063183	29063184	2
chr22	40097773	40097774	2
chr13	20922523	20922524	2
chr2	232843922	232843923	2
chr4	131541702	131541703	2
chr6	1852910	1852911	2
chr5	101816050	101816051	2
chr8	113142539	113142540	2
chr22	34848796	34848797	2
chr1	72562253	72562254	2
chr1	82264011	82264012	2
chr20	5057474	5057475	2
chr9	99034948	99034949	2
chr16	65130282	65130283	2
chr15	32302773	32302774	2
chr1	69723875	69723876	2
chr16	80969480	80969481	2
chr16	68428942	68428943	2
chr15	56542904	56542905	2
chr22	28562291	28562292	2
chr13	50734070	50734071	2
chr17	45522640	45522641	2
chr19	30084803	30084804	2
chr17	37935785	37935786	2
chr9	121809889	121809890	2
chr8	132263989	132263990	2
chr17	45204241	45204242	2
chr22	39257594	39257595	2
chr8	126560228	126560229	2
chr17	44169487	44169488	2
chr10	88012494	88012495	2
chr14	72689938	72689939	2
chr18	31669877	31669878	2
chr21	27304474	27304475	2
chr19	31661288	31661289	2
chr12	85293594	85293595	2
chr16	82771024	82771025	2
chr11	10744364	10744365	2
chr10	92702761	92702762	2
chr15	46421123	46421124	2
chr15	70847779	70847780	2
chr1	53587545	53587546	2
chr13	75995473	75995474	2
chr9	112535820	112535821	2
chr3	177218088	177218089	2
chr22	40688038	40688039	2
chr20	4402881	4402882	2
chr1	74085675	74085676	2
chr8	137926419	137926420	2
chr8	129231348	129231349	2
chr7	24561351	24561352	2
chr2	172336712	172336713	2
chr7	7306576	7306577	2
chr3	182183535	182183536	2
chr19	40707588	40707589	2
chr22	29090317	29090318	2
chr7	13707324	13707325	2
chr19	38719031	38719032	2
chr7	9931304	9931305	2
chr21	29231254	29231255	2
chr5	106968711	106968712	2
chr18	21035138	21035139	2
chr6	42165812	42165813	2
chr10	93010682	93010683	2
chr12	54369866	54369867	2
chr12	103490606	103490607	2
chr20	7297062	7297063	2
chr16	70389917	70389918	2
chr20	7311738	7311739	2
chr3	127392480	127392481	2
chr8	103028565	103028566	2
chr5	138513762	138513763	2
chr11	49416162	49416163	2
chr19	42382757	42382758	2
chr7	16394239	16394240	2
chr19	33113579	33113580	2
chr18	37396102	37396103	2
chr3	112133362	112133363	2
chr22	37729463	37729464	2
chr12	43176482	43176483	2
chr20	8234703	8234704	2
chr16	60096828	60096829	2
chr5	120465827	120465828	2
chr14	83550094	83550095	2
chr15	34196752	34196753	2
chr16	62801100	62801101	2
chr19	58977882	58977883	2
chr21	27250463	27250464	2
chr4	138955346	138955347	2
chr12	100945575	100945576	2
chr1	93260028	93260029	2
chr1	66606520	66606521	2
chr12	106074259	106074260	2
chr11	26967006	26967007	2
chr16	65147137	65147138	2
chr17	55773208	55773209	2
chr18	18788588	18788589	2
chr13	82215086	82215087	2
chr8	142556495	142556496	2
chr20	13383641	13383642	2
chr18	20149712	20149713	2
chr20	14244480	14244481	2
chr19	28443990	28443991	2
chr21	15392373	15392374	2
chr16	86108424	86108425	2
chr13	65120328	65120329	2
chr22	49141251	49141252	2
chr10	71386246	71386247	2
chr15	47582028	47582029	2
chr2	184642015	184642016	2
chr13	75566070	75566071	2
chr16	58334562	58334563	2
chr2	206992943	206992944	2
chr22	39319454	39319455	2
chr2	208793123	208793124	2
chr20	2496140	2496141	2
chr7	13501690	13501691	2
chr7	1094739	1094740	2
chr14	32029500	32029501	2
chr9	115785694	115785695	2
chr20	4836841	4836842	2
chr4	88037894	88037895	2
chr3	110443604	110443605	2
chr5	134247157	134247158	2
chr18	37322499	37322500	2
chr21	31328590	31328591	2
chr20	1080071	1080072	2
chr9	114100556	114100557	2
chr5	128998172	128998173	2
chr6	39795023	39795024	2
chr3	136444885	136444886	2
chr10	66214916	66214917	2
chr12	98095368	98095369	2
chr17	39439872	39439873	2
chr11	50286385	50286386	2
chr2	230754380	230754381	2
chr2	201461544	201461545	2
chr21	16242582	16242583	2
chr15	66085070	66085071	2
chr12	81795997	81795998	2
chr2	160319284	160319285	2
chr21	31016346	31016347	2
chr3	155501167	155501168	2
chr22	32275468	32275469	2
chr3	144691989	144691990	2
chr5	96502573	96502574	2
chr14	103317365	103317366	2
chr1	50097750	50097751	2
chr13	61382690	61382691	2
chr12	39421872	39421873	2
chr5	132036558	132036559	2
chr14	77315809	77315810	2
chr20	3307742	3307743	2
chr5	123200484	123200485	2
chr6	11017660	11017661	2
chr9	121816413	121816414	2
chr12	103006015	103006016	2
chr17	57329413	57329414	2
chr19	41062974	41062975	2
chr16	50215264	50215265	2
chr11	3077978	3077979	2
chr15	63966843	63966844	2
chr12	74942089	74942090	2
chr16	81542954	81542955	2
chr22	45178520	45178521	2
chr19	47472004	47472005	2
chr14	53415821	53415822	2
chr4	125779806	125779807	2
chr9	132753331	132753332	2
chr21	25927404	25927405	2
chr10	93963526	93963527	2
chr21	27672574	27672575	2
chr17	49673609	49673610	2
chr12	83903357	83903358	2
chr12	56103633	56103634	2
chr21	30446035	30446036	2
chr14	23232022	23232023	2
chr5	98174694	98174695	2
chr19	28162474	28162475	2
chr6	11742427	11742428	2
chr7	5533930	5533931	2
chr13	40072971	40072972	2
chr8	109858603	109858604	2
chr18	23604785	23604786	2
chr4	90569573	90569574	2
chr14	53076186	53076187	2
chr17	55132831	55132832	2
chr12	76163200	76163201	2
chr19	51064999	51065000	2
chr12	64187868	64187869	2
chr1	47715803	47715804	2
chr2	154952440	154952441	2
chr12	105736149	105736150	2
chr4	121780776	121780777	2
chr3	141950425	141950426	2
chr9	125002380	125002381	2
chr5	132196122	132196123	2
chr14	47339037	47339038	2
chr18	28127189	28127190	2
chr1	45108542	45108543	2
chr16	60751037	60751038	2
chr21	26571508	26571509	2
chr3	104613706	104613707	2
chr11	34055086	34055087	2
chr5	128397689	128397690	2
chr15	79968583	79968584	2
chr17	56445429	56445430	2
chr7	20944172	20944173	2
chr15	30458283	30458284	2
chr22	37689679	37689680	2
chr16	84906700	84906701	2
chr6	38706548	38706549	2
chr16	71688586	71688587	2
chr5	134316546	134316547	2
chr7	19208267	19208268	2
chr2	220321168	220321169	2
chr20	10387849	10387850	2
chr3	184645370	184645371	2
chr19	28992503	28992504	2
chr9	105557328	105557329	2
chr7	21480186	21480187	2
chr11	31306604	31306605	2
chr19	42178981	42178982	2
chr20	23366757	23366758	2
chr18	47197847	47197848	2
chr3	163295693	163295694	2
chr5	125798060	125798061	2
chr7	19409741	19409742	2
chr6	11330841	11330842	2
chr12	53509510	53509511	2
chr9	131994088	131994089	2
chr19	28588097	28588098	2
chr18	47754442	47754443	2
chr10	75812982	75812983	2
chr7	35813171	35813172	2
chr9	113612409	113612410	2
chr12	61187360	61187361	2
chr11	37848012	37848013	2
chr11	33386766	33386767	2
chr16	72811391	72811392	2
chr14	41232644	41232645	2
chr14	64779964	64779965	2
chr9	122559003	122559004	2
chr17	58765120	58765121	2
chr11	17548162	17548163	2
chr21	18995695	18995696	2
chr22	25350120	25350121	2
chr9	103858628	103858629	2
chr17	49387180	49387181	2
chr11	35611311	35611312	2
chr14	78854391	78854392	2
chr7	972102	972103	2
chr3	115689152	115689153	2
chr14	32101426	32101427	2
chr7	38412063	38412064	2
chr14	27325680	27325681	2
chr2	195966497	195966498	2
chr9	106178423	106178424	2
chr17	51656946	51656947	2
chr17	61875544	61875545	2
chr21	31290206	31290207	2
chr1	51889268	51889269	2
chr7	3327068	3327069	2
chr16	59202557	59202558	2
chr21	32751734	32751735	2
chr6	50737357	50737358	2
chr9	108260398	108260399	2
chr20	173918	173919	2
chr15	56513509	56513510	2
chr4	112481270	112481271	2
chr10	81184248	81184249	2
chr16	74284096	74284097	2
chr12	84294367	84294368	2
chr3	190301407	190301408	2
chr21	20490027	20490028	2
chr3	132939742	132939743	2
chr12	64512530	64512531	2
chr16	54346951	54346952	2
chr4	170373559	170373560	2
chr20	25178464	25178465	2
chr3	135454754	135454755	2
chr5	95895225	95895226	2
chr3	152228439	152228440	2
chr18	18673529	18673530	2
chr17	36496718	36496719	2
chr1	35584543	35584544	2
chr20	6394574	6394575	2
chr8	107644740	107644741	2
chr18	43944609	43944610	2
chr21	15957979	15957980	2
chr3	143595645	143595646	2
chr17	50742658	50742659	2
chr7	33002511	33002512	2
chr2	153207052	153207053	2
chr20	25918894	25918895	2
chr9	110219726	110219727	2
chr20	13963722	13963723	2
chr20	13294647	13294648	2
chr12	44276676	44276677	2
chr10	91352756	91352757	2
chr15	70334884	70334885	2
chr11	6507070	6507071	2
chr5	114476933	114476934	2
chr17	35627706	35627707	2
chr19	27883360	27883361	2
chr18	36590676	36590677	2
chr16	77302675	77302676	2
chr6	29529300	29529301	2
chr20	10832014	10832015	2
chr18	42680679	42680680	2
chr9	104342451	104342452	2
chr20	9115922	9115923	2
chr11	23155674	23155675	2
chr17	46692841	46692842	2
chr20	1936905	1936906	2
chr12	108085730	108085731	2
chr6	43183381	43183382	2
chr17	36607963	36607964	2
chr19	50700300	50700301	2
chr22	24970138	24970139	2
chr9	125411103	125411104	2
chr22	32733988	32733989	2
chr5	98772487	98772488	2
chr5	124841760	124841761	2
chr3	98824980	98824981	2
chr5	96197300	96197301	2
chr1	45702466	45702467	2
chr13	74590826	74590827	2
chr2	219469430	219469431	2
chr12	42770457	42770458	2
chr10	89784657	89784658	2
chr11	45708541	45708542	2
chr13	34263485	34263486	2
chr8	142176508	142176509	2
chr17	40507354	40507355	2
chr16	51089457	51089458	2
chr20	20518008	20518009	2
chr16	61959617	61959618	2
chr18	33321345	33321346	2
chr1	60345102	60345103	2
chr11	20261241	20261242	2
chr6	24484933	24484934	2
chr2	177838479	177838480	2
chr20	1154881	1154882	2
chr1	38733110	38733111	2
chr4	119026739	119026740	2
chr19	58391545	58391546	2
chr20	1923048	1923049	2
chr11	8555175	8555176	2
chr2	170052921	170052922	2
chr11	13816385	13816386	2
chr21	17121676	17121677	2
chr5	119747926	119747927	2
chr11	7668191	7668192	2
chr14	91263525	91263526	2
chr8	126518860	126518861	2
chr19	39491972	39491973	2
chr12	69079966	69079967	2
chr12	62951606	62951607	2
chr22	40806320	40806321	2
chr13	51025070	51025071	2
chr16	76765395	76765396	2
chr15	29551632	29551633	2
chr21	14651215	14651216	2
chr20	5890240	5890241	2
chr15	39373002	39373003	2
chr9	105211863	105211864	2
chr22	33399282	33399283	2
chr14	52922328	52922329	2
chr2	156987117	156987118	2
chr1	70698618	70698619	2
chr7	14612722	14612723	2
chr13	37013244	37013245	2
chr5	101563063	101563064	2
chr20	21064609	21064610	2
chr9	131373799	131373800	2
chr2	153152653	153152654	2
chr11	35386979	35386980	2
chr19	55084577	55084578	2
chr1	31839213	31839214	2
chr8	114300172	114300173	2
chr3	193357684	193357685	2
chr5	134570997	134570998	2
chr14	95277164	95277165	2
chr5	108564368	108564369	2
chr14	60577345	60577346	2
chr14	19689051	19689052	2
chr1	85920042	85920043	2
chr10	78430217	78430218	2
chr11	20602915	20602916	2
chr9	125520315	125520316	2
chr6	42849413	42849414	2
chr5	118949641	118949642	2
chr22	35509353	35509354	2
chr15	31424915	31424916	2
chr17	50013092	50013093	2
chr6	54993688	54993689	2
chr21	27980611	27980612	2
chr17	42562440	42562441	2
chr22	28682241	28682242	2
chr18	31006760	31006761	2
chr3	108179007	108179008	2
chr21	32747786	32747787	2
chr2	178108789	178108790	2
chr9	101995170	101995171	2
chr20	19678252	19678253	2
chr20	25822579	25822580	2
chr17	52810041	52810042	2
chr1	93257661	93257662	2
chr13	30619664	30619665	2
chr8	97727709	97727710	2
chr17	59815344	59815345	2
chr17	57445927	57445928	2
chr20	9924200	9924201	2
chr11	37508294	37508295	2
chr10	91221128	91221129	2
chr22	28387226	28387227	2
chr5	110970339	110970340	2
chr6	38837796	38837797	2
chr10	110859836	110859837	2
chr3	126585124	126585125	2
chr3	165022473	165022474	2
chr1	87702634	87702635	2
chr17	38607548	38607549	2
chr17	42820653	42820654	2
chr11	5516469	5516470	2
chr20	14040700	14040701	2
chr4	127886958	127886959	2
chr16	80719813	80719814	2
chr13	57235945	57235946	2
chr2	209061187	209061188	2
chr8	141309940	141309941	2
chr6	42910928	42910929	2
chr1	77823130	77823131	2
chr7	21146694	21146695	2
chr19	48956067	48956068	2
chr19	37997603	37997604	2
chr12	75770092	75770093	2
chr17	60389118	60389119	2
chr18	34955680	34955681	2
chr10	95909258	95909259	2
chr10	102076033	102076034	2
chr7	22165740	22165741	2
chr5	116387802	116387803	2
chr4	137201041	137201042	2
chr4	131599437	131599438	2
chr19	53508364	53508365	2
chr1	100962481	100962482	2
chr8	96545440	96545441	2
chr22	22320959	22320960	2
chr19	38596172	38596173	2
chr6	33332480	33332481	2
chr2	194811150	194811151	2
chr22	21579566	21579567	2
chr13	58166133	58166134	2
chr18	46716341	46716342	2
chr1	92397326	92397327	2
chr16	65989267	65989268	2
chr10	100178647	100178648	2
chr17	54862417	54862418	2
chr1	84733133	84733134	2
chr17	57940217	57940218	2
chr12	47589194	47589195	2
chr20	12507333	12507334	2
chr7	36029232	36029233	2
chr3	177243735	177243736	2
chr13	53343626	53343627	2
chr8	96875240	96875241	2
chr8	90387442	90387443	2
chr7	44671116	44671117	2
chr4	144046118	144046119	2
chr22	27226426	27226427	2
chr10	82699023	82699024	2
chr12	69616355	69616356	2
chr16	67193732	67193733	2
chr9	123178522	123178523	2
chr8	127905724	127905725	2
chr6	23508337	23508338	2
chr3	138334348	138334349	2
chr16	81363866	81363867	2
chr3	176052946	176052947	2
chr6	5678439	5678440	2
chr12	66589079	66589080	2
chr7	49423719	49423720	2
chr11	23959274	23959275	2
chr5	103739319	103739320	2
chr10	87225218	87225219	2
chr10	66449847	66449848	2
chr13	57420021	57420022	2
chr19	32423901	32423902	2
chr2	179755147	179755148	2
chr20	9145461	9145462	2
chr8	105370487	105370488	2
chr1	50045081	50045082	2
chr19	50791036	50791037	2
chr5	108974484	108974485	2
chr9	118359544	118359545	2
chr18	35530899	35530900	2
chr5	119392781	119392782	2
chr11	32347831	32347832	2
chr6	33319472	33319473	2
chr8	126394832	126394833	2
chr8	103323808	103323809	2
chr1	43447000	43447001	2
chr3	120277732	120277733	2
chr19	46336490	46336491	2
chr16	85522754	85522755	2
chr2	182284809	182284810	2
chr14	100402880	100402881	2
chr4	167408713	167408714	2
chr22	26507820	26507821	2
chr2	201187434	201187435	2
chr4	137724910	137724911	2
chr18	27578040	27578041	2
chr10	70913961	70913962	2
chr12	62730867	62730868	2
chr5	132000434	132000435	2
chr8	129201406	129201407	2
chr3	98995930	98995931	2
chr9	115623144	115623145	2
chr11	31367925	31367926	2
chr11	19891325	19891326	2
chr13	54036213	54036214	2
chr8	135346596	135346597	2
chr2	176143381	176143382	2
chr18	37629716	37629717	2
chr22	48866860	48866861	2
chr20	12219947	12219948	2
chr13	41706330	41706331	2
chr12	97532154	97532155	2
chr20	13974438	13974439	2
chr12	68605522	68605523	2
chr15	56161236	56161237	2
chr22	42969644	42969645	2
chr20	15765085	15765086	2
chr21	23024165	23024166	2
chr19	49145323	49145324	2
chr7	33637543	33637544	2
chr6	3278110	3278111	2
chr8	120503922	120503923	2
chr16	51039627	51039628	2
chr22	39305796	39305797	2
chr8	142150507	142150508	2
chr9	102596223	102596224	2
chr22	29080199	29080200	2
chr21	26379455	26379456	2
chr15	81491027	81491028	2
chr13	76157470	76157471	2
chr2	183594609	183594610	2
chr4	170636690	170636691	2
chr18	47529925	47529926	2
chr13	29902825	29902826	2
chr17	47755693	47755694	2
chr1	32174112	32174113	2
chr3	107184609	107184610	2
chr3	167063886	167063887	2
chr18	36768188	36768189	2
chr17	61616690	61616691	2
chr8	137360323	137360324	2
chr19	35410543	35410544	2
chr1	95510401	95510402	2
chr17	34789880	34789881	2
chr10	68858094	68858095	2
chr5	118919944	118919945	2
chr11	28373917	28373918	2
chr11	20442229	20442230	2
chr12	99448670	99448671	2
chr19	52186147	52186148	2
chr11	43359560	43359561	2
chr16	49949593	49949594	2
chr8	138701174	138701175	2
chr18	23465415	23465416	2
chr16	83424227	83424228	2
chr18	22700184	22700185	2
chr12	76149731	76149732	2
chr7	23337443	23337444	2
chr4	171813917	171813918	2
chr1	73052544	73052545	2
chr17	59030944	59030945	2
chr11	14834412	14834413	2
chr1	90609193	90609194	2
chr4	101106106	101106107	2
chr22	47733625	47733626	2
chr16	87352183	87352184	2
chr2	168057821	168057822	2
chr17	50511935	50511936	2
chr21	14391394	14391395	2
chr4	138137515	138137516	2
chr22	37028414	37028415	2
chr17	42540525	42540526	2
chr15	38571933	38571934	2
chr3	170997724	170997725	2
chr14	65665481	65665482	2
chr1	99273619	99273620	2
chr19	37154443	37154444	2
chr13	64162167	64162168	2
chr12	94545353	94545354	2
chr20	5386574	5386575	2
chr17	37424528	37424529	2
chr19	49324185	49324186	2
chr18	36638861	36638862	2
chr3	114900904	114900905	2
chr6	16459508	16459509	2
chr7	31353096	31353097	2
chr22	24708469	24708470	2
chr19	37892534	37892535	2
chr9	121699945	121699946	2
chr5	123768632	123768633	2
chr6	47124200	47124201	2
chr11	45946659	45946660	2
chr20	24529910	24529911	2
chr20	6705485	6705486	2
chr18	26207123	26207124	2
chr8	105485066	105485067	2
chr3	157769254	157769255	2
chr11	10634951	10634952	2
chr10	74610811	74610812	2
chr15	33174188	33174189	2
chr19	42539392	42539393	2
chr20	10965369	10965370	2
chr17	47190120	47190121	2
chr16	66633573	66633574	2
chr1	57769912	57769913	2
chr17	61081973	61081974	2
chr2	153234343	153234344	2
chr18	30873465	30873466	2
chr16	77560915	77560916	2
chr19	58369408	58369409	2
chr12	99891449	99891450	2
chr12	48291952	48291953	2
chr15	35053987	35053988	2
chr14	19205904	19205905	2
chr11	25387269	25387270	2
chr6	7986127	7986128	2
chr14	73305951	73305952	2
chr5	105049211	105049212	2
chr10	83464667	83464668	2
chr1	70090414	70090415	2
chr22	48870703	48870704	2
chr5	137843227	137843228	2
chr10	72911106	72911107	2
chr22	50179353	50179354	2
chr18	46922291	46922292	2
chr7	11756366	11756367	2
chr20	7365934	7365935	2
chr12	73734255	73734256	2
chr19	42835052	42835053	2
chr22	30220784	30220785	2
chr4	122768436	122768437	2
chr8	134578363	134578364	2
chr18	36604760	36604761	2
chr11	36586817	36586818	2
chr17	56356421	56356422	2
chr7	49413958	49413959	2
chr15	50892759	50892760	2
chr5	114909899	114909900	2
chr12	97104138	97104139	2
chr22	45880008	45880009	2
chr1	74655672	74655673	2
chr4	140330488	140330489	2
chr8	122947590	122947591	2
chr21	25371940	25371941	2
chr6	41791115	41791116	2
chr15	42270369	42270370	2
chr14	30490138	30490139	2
chr16	46760933	46760934	2
chr7	44494656	44494657	2
chr9	106928327	106928328	2
chr14	37428994	37428995	2
chr12	106712057	106712058	2
chr13	34931930	34931931	2
chr3	180124376	180124377	2
chr10	81515547	81515548	2
chr3	191505321	191505322	2
chr1	95932396	95932397	2
chr4	123099096	123099097	2
chr4	181994145	181994146	2
chr6	13517014	13517015	2
chr15	52372688	52372689	2
chr21	26743769	26743770	2
chr13	33400541	33400542	2
chr9	132886278	132886279	2
chr3	187443457	187443458	2
chr21	25589558	25589559	2
chr13	26110804	26110805	2
chr13	41330078	41330079	2
chr16	81089098	81089099	2
chr1	97070901	97070902	2
chr1	33752240	33752241	2
chr6	32077991	32077992	2
chr21	23245062	23245063	2
chr9	96558964	96558965	2
chr1	82470651	82470652	2
chr8	125331140	125331141	2
chr2	217405173	217405174	2
chr22	23714691	23714692	2
chr5	120303609	120303610	2
chr17	42382905	42382906	2
chr16	59677286	59677287	2
chr8	109101964	109101965	2
chr6	43727220	43727221	2
chr21	29113965	29113966	2
chr13	55260159	55260160	2
chr11	28213254	28213255	2
chr7	44608897	44608898	2
chr18	20055430	20055431	2
chr15	53404482	53404483	2
chr4	137683812	137683813	2
chr18	44058716	44058717	2
chr2	198158554	198158555	2
chr3	101286521	101286522	2
chr2	214713984	214713985	2
chr17	37822364	37822365	2
chr8	88237438	88237439	2
chr9	130635110	130635111	2
chr9	122827233	122827234	2
chr7	34830713	34830714	2
chr7	8071675	8071676	2
chr10	90222884	90222885	2
chr15	49159670	49159671	2
chr8	89944879	89944880	2
chr4	103498614	103498615	2
chr7	11058818	11058819	2
chr7	5408443	5408444	2
chr19	44814186	44814187	2
chr20	2886257	2886258	2
chr2	212201856	212201857	2
chr22	36518695	36518696	2
chr7	19483676	19483677	2
chr1	95082584	95082585	2
chr5	121053736	121053737	2
chr20	23923853	23923854	2
chr4	154215417	154215418	2
chr17	58526819	58526820	2
chr11	48169195	48169196	2
chr10	72330969	72330970	2
chr19	56291233	56291234	2
chr5	118952355	118952356	2
chr9	105329852	105329853	2
chr16	52387203	52387204	2
chr20	20136051	20136052	2
chr16	54484966	54484967	2
chr20	14304408	14304409	2
chr3	154023791	154023792	2
chr6	7008052	7008053	2
chr5	137617351	137617352	2
chr4	164212154	164212155	2
chr16	87111157	87111158	2
chr22	40991591	40991592	2
chr22	50358616	50358617	2
chr1	87941070	87941071	2
chr1	85289752	85289753	2
chr10	73973646	73973647	2
chr1	95217973	95217974	2
chr12	39142608	39142609	2
chr21	25471313	25471314	2
chr16	57573655	57573656	2
chr15	57284108	57284109	2
chr2	168969268	168969269	2
chr6	30436572	30436573	2
chr22	34044302	34044303	2
chr14	90018561	90018562	2
chr15	33610496	33610497	2
chr5	129943963	129943964	2
chr22	25613700	25613701	2
chr9	118612495	118612496	2
chr11	19310998	19310999	2
chr18	48902250	48902251	2
chr10	84201304	84201305	2
chr10	105268839	105268840	2
chr16	51751084	51751085	2
chr13	47444154	47444155	2
chr9	132880406	132880407	2
chr8	133718063	133718064	2
chr6	56393154	56393155	2
chr18	32764831	32764832	2
chr19	52588967	52588968	2
chr14	53347545	53347546	2
chr22	29791224	29791225	2
chr6	11028740	11028741	2
chr8	116701832	116701833	2
chr12	39061227	39061228	2
chr6	34673761	34673762	2
chr9	106512385	106512386	2
chr9	128327841	128327842	2
chr18	39007565	39007566	2
chr10	110095065	110095066	2
chr22	30387749	30387750	2
chr7	16157565	16157566	2
chr3	105574630	105574631	2
chr16	81567974	81567975	2
chr16	59152673	59152674	2
chr18	33612671	33612672	2
chr6	42304963	42304964	2
chr17	52969424	52969425	2
chr14	65246464	65246465	2
chr19	47982361	47982362	2
chr13	51786036	51786037	2
chr2	156333759	156333760	2
chr21	27469273	27469274	2
chr12	66408338	66408339	2
chr6	18423120	18423121	2
chr11	17808975	17808976	2
chr8	133854700	133854701	2
chr7	16094140	16094141	2
chr8	120947729	120947730	2
chr5	125246066	125246067	2
chr1	72001161	72001162	2
chr20	14690385	14690386	2
chr15	54821485	54821486	2
chr22	36553537	36553538	2
chr4	106989975	106989976	2
chr19	41676025	41676026	2
chr7	21658886	21658887	2
chr6	45021908	45021909	2
chr16	53891529	53891530	2
chr3	128468113	128468114	2
chr5	119381984	119381985	2
chr1	45873602	45873603	2
chr8	129363929	129363930	2
chr8	116231348	116231349	2
chr1	46198715	46198716	2
chr19	29056940	29056941	2
chr9	130623165	130623166	2
chr16	46811655	46811656	2
chr10	70778052	70778053	2
chr2	154463040	154463041	2
chr16	68154623	68154624	2
chr20	4376766	4376767	2
chr19	43601545	43601546	2
chr11	1769016	1769017	2
chr11	30239383	30239384	2
chr1	31512949	31512950	2
chr13	49685842	49685843	2
chr22	31238338	31238339	2
chr6	54018887	54018888	2
chr1	56040159	56040160	2
chr5	105500966	105500967	2
chr20	8181131	8181132	2
chr17	42968366	42968367	2
chr19	54851261	54851262	2
chr11	19553909	19553910	2
chr8	127660216	127660217	2
chr15	43755258	43755259	2
chr5	117689700	117689701	2
chr2	215528775	215528776	2
chr12	98902046	98902047	2
chr4	121719587	121719588	2
chr20	11638022	11638023	2
chr9	105742244	105742245	2
chr10	89542413	89542414	2
chr4	174838308	174838309	2
chr7	23765914	23765915	2
chr10	68275406	68275407	2
chr9	101758275	101758276	2
chr1	98435222	98435223	2
chr1	34630540	34630541	2
chr13	74324804	74324805	2
chr20	17461248	17461249	2
chr20	11726729	11726730	2
chr10	83471203	83471204	2
chr10	112779902	112779903	2
chr14	59848887	59848888	2
chr14	25964461	25964462	2
chr21	23687504	23687505	2
chr5	121619897	121619898	2
chr17	59653284	59653285	2
chr17	47069924	47069925	2
chr7	43121789	43121790	2
chr19	46917830	46917831	2
chr16	48482417	48482418	2
chr9	123295862	123295863	2
chr17	48123550	48123551	2
chr20	14391731	14391732	2
chr19	54441645	54441646	2
chr14	47908859	47908860	2
chr7	30883686	30883687	2
chr18	24102488	24102489	2
chr9	110288179	110288180	2
chr1	96478346	96478347	2
chr9	112536295	112536296	2
chr17	48809148	48809149	2
chr12	80087714	80087715	2
chr10	101369134	101369135	2
chr4	125907757	125907758	2
chr18	35953810	35953811	2
chr8	124260655	124260656	2
chr5	97410255	97410256	2
chr13	49552055	49552056	2
chr8	111846298	111846299	2
chr9	121296709	121296710	2
chr17	50568124	50568125	2
chr21	27127431	27127432	2
chr5	120494635	120494636	2
chr18	22689684	22689685	2
chr12	48377191	48377192	2
chr1	43866793	43866794	2
chr22	25125700	25125701	2
chr4	181777025	181777026	2
chr15	77326369	77326370	2
chr22	41236221	41236222	2
chr5	138196445	138196446	2
chr8	129211727	129211728	2
chr4	124203747	124203748	2
chr16	60963434	60963435	2
chr7	23651676	23651677	2
chr6	54114542	54114543	2
chr14	59373634	59373635	2
chr1	88295798	88295799	2
chr1	57530514	57530515	2
chr22	29882583	29882584	2
chr16	49336231	49336232	2
chr2	169735273	169735274	2
chr8	94883790	94883791	2
chr21	27208573	27208574	2
chr17	41262188	41262189	2
chr5	132713810	132713811	2
chr8	128239324	128239325	2
chr21	26707838	26707839	2
chr14	46328518	46328519	2
chr11	40762446	40762447	2
chr22	47001526	47001527	2
chr17	48630688	48630689	2
chr11	1759011	1759012	2
chr16	60790094	60790095	2
chr2	196473450	196473451	2
chr21	18737701	18737702	2
chr15	50227688	50227689	2
chr15	47154397	47154398	2
chr6	35878094	35878095	2
chr12	99891315	99891316	2
chr8	91126154	91126155	2
chr17	50286380	50286381	2
chr19	42251296	42251297	2
chr4	152002239	152002240	2
chr22	41602503	41602504	2
chr11	43443755	43443756	2
chr3	109723479	109723480	2
chr14	37274665	37274666	2
chr9	127705170	127705171	2
chr14	62111949	62111950	2
chr4	87420916	87420917	2
chr4	131680345	131680346	2
chr2	227149100	227149101	2
chr19	58306514	58306515	2
chr10	87657605	87657606	2
chr19	41689826	41689827	2
chr8	102781623	102781624	2
chr19	40669100	40669101	2
chr3	108636146	108636147	2
chr10	83054443	83054444	2
chr8	137786311	137786312	2
chr12	70144108	70144109	2
chr18	37518292	37518293	2
chr21	16749984	16749985	2
chr8	89690593	89690594	2
chr10	68266219	68266220	2
chr8	102614184	102614185	2
chr21	30866097	30866098	2
chr11	21372094	21372095	2
chr12	40954262	40954263	2
chr9	120416165	120416166	2
chr17	51909501	51909502	2
chr1	70540039	70540040	2
chr1	52387309	52387310	2
chr3	109292879	109292880	2
chr17	36907872	36907873	2
chr21	29835009	29835010	2
chr15	50358599	50358600	2
chr13	39229164	39229165	2
chr17	43683522	43683523	2
chr3	143293078	143293079	2
chr7	41221431	41221432	2
chr7	14005157	14005158	2
chr12	56629310	56629311	2
chr10	76288956	76288957	2
chr14	58084664	58084665	2
chr17	36161879	36161880	2
chr15	61693399	61693400	2
chr14	45665865	45665866	2
chr1	34979003	34979004	2
chr13	72877166	72877167	2
chr20	1420350	1420351	2
chr13	54448224	54448225	2
chr7	41844618	41844619	2
chr12	65454276	65454277	2
chr6	8468013	8468014	2
chr19	47653068	47653069	2
